,type,lon,lat
2055,European restuarant,2.351,48.87
2056,Traditional French restaurant,2.368,48.856
2057,Asian restaurant,2.365,48.858
2058,Traditional French restaurant,2.36,48.859
2059,Traditional French restaurant,2.364,48.858
2060,Traditional French restaurant,2.321,48.845
2061,Asian restaurant,2.322,48.845
2062,Traditional French restaurant,2.322,48.845
2063,Central and South American restuarant,2.329,48.843
2064,Asian restaurant,2.328,48.844
2065,Asian restaurant,2.351,48.865
2066,Asian restaurant,2.351,48.866
2067,Other world restaurant,2.352,48.868
2068,Traditional French restaurant,2.351,48.851
2069,Indian / Middle Eastern restaurant,2.353,48.85
2070,Asian restaurant,2.352,48.847
2071,Indian / Middle Eastern restaurant,2.352,48.847
2072,European restuarant,2.352,48.847
2073,Indian / Middle Eastern restaurant,2.352,48.847
2074,Traditional French restaurant,2.349,48.846
2075,Asian restaurant,2.349,48.846
2076,Other world restaurant,2.349,48.846
2077,Traditional French restaurant,2.349,48.845
2078,Asian restaurant,2.349,48.845
2079,Asian restaurant,2.349,48.845
2080,Traditional French restaurant,2.35,48.845
2081,Asian restaurant,2.348,48.877
2082,European restuarant,2.351,48.881
2083,Asian restaurant,2.354,48.88
2084,European restuarant,2.34,48.869
2085,Asian restaurant,2.343,48.866
2086,European restuarant,2.338,48.877
2087,Traditional French restaurant,2.337,48.876
2088,Traditional French restaurant,2.354,48.862
2089,Traditional French restaurant,2.353,48.864
2090,Asian restaurant,2.352,48.863
2091,Asian restaurant,2.354,48.862
2092,European restuarant,2.355,48.845
2093,European restuarant,2.354,48.846
2094,Traditional French restaurant,2.352,48.845
2095,Traditional French restaurant,2.352,48.846
2096,Indian / Middle Eastern restaurant,2.362,48.841
2097,Asian restaurant,2.362,48.841
2098,European restuarant,2.356,48.839
2099,European restuarant,2.356,48.838
2100,African restaurant,2.352,48.838
2101,Traditional French restaurant,2.319,48.858
2102,European restuarant,2.317,48.857
2103,Traditional French restaurant,2.318,48.858
2104,Traditional French restaurant,2.317,48.858
2105,Asian restaurant,2.311,48.86
2106,Traditional French restaurant,2.335,48.875
2107,Traditional French restaurant,2.335,48.874
2108,Traditional French restaurant,2.334,48.874
2109,Asian restaurant,2.333,48.874
2110,Asian restaurant,2.335,48.877
2111,Asian restaurant,2.332,48.875
2112,European restuarant,2.327,48.871
2113,European restuarant,2.352,48.862
2114,Maghrebian restaurant,2.351,48.861
2115,European restuarant,2.349,48.845
2116,Asian restaurant,2.349,48.845
2117,Traditional French restaurant,2.347,48.848
2118,Traditional French restaurant,2.348,48.847
2119,European restuarant,2.347,48.848
2120,European restuarant,2.345,48.851
2121,European restuarant,2.345,48.85
2122,Asian restaurant,2.346,48.85
2123,Traditional French restaurant,2.367,48.856
2124,Traditional French restaurant,2.358,48.861
2125,Traditional French restaurant,2.354,48.861
2126,Maghrebian restaurant,2.352,48.837
2127,Asian restaurant,2.349,48.845
2128,Traditional French restaurant,2.347,48.848
2129,Traditional French restaurant,2.348,48.848
2130,European restuarant,2.348,48.848
2131,Traditional French restaurant,2.346,48.848
2132,Asian restaurant,2.342,48.848
2133,Traditional French restaurant,2.346,48.85
2134,Traditional French restaurant,2.349,48.851
2135,Indian / Middle Eastern restaurant,2.349,48.851
2136,Traditional French restaurant,2.348,48.852
2137,Asian restaurant,2.348,48.851
2138,Asian restaurant,2.347,48.851
2139,Traditional French restaurant,2.347,48.852
2140,Asian restaurant,2.309,48.86
2141,Asian restaurant,2.309,48.861
2142,European restuarant,2.307,48.86
2143,Asian restaurant,2.301,48.858
2144,European restuarant,2.301,48.858
2145,Indian / Middle Eastern restaurant,2.302,48.857
2146,Asian restaurant,2.305,48.856
2147,Traditional French restaurant,2.305,48.855
2148,Asian restaurant,2.307,48.874
2149,Traditional French restaurant,2.328,48.871
2150,Traditional French restaurant,2.329,48.872
2151,European restuarant,2.336,48.871
2152,Asian restaurant,2.343,48.873
2153,Traditional French restaurant,2.348,48.852
2154,Traditional French restaurant,2.347,48.853
2155,Traditional French restaurant,2.346,48.853
2156,Traditional French restaurant,2.345,48.853
2157,Central and South American restuarant,2.345,48.853
2158,Traditional French restaurant,2.345,48.853
2159,Traditional French restaurant,2.345,48.853
2160,Traditional French restaurant,2.345,48.853
2161,Central and South American restuarant,2.345,48.853
2162,Traditional French restaurant,2.345,48.853
2163,Traditional French restaurant,2.346,48.853
2164,Traditional French restaurant,2.345,48.852
2165,Maghrebian restaurant,2.346,48.853
2166,Traditional French restaurant,2.345,48.852
2167,Traditional French restaurant,2.344,48.852
2168,Traditional French restaurant,2.342,48.853
2169,Asian restaurant,2.339,48.854
2170,Traditional French restaurant,2.34,48.854
2171,Traditional French restaurant,2.341,48.855
2172,Asian restaurant,2.355,48.864
2173,Other world restaurant,2.352,48.862
2174,Traditional French restaurant,2.346,48.851
2175,European restuarant,2.345,48.853
2176,European restuarant,2.345,48.853
2177,Asian restaurant,2.345,48.853
2178,Indian / Middle Eastern restaurant,2.345,48.853
2179,Traditional French restaurant,2.345,48.853
2180,Traditional French restaurant,2.346,48.853
2181,European restuarant,2.346,48.852
2182,Indian / Middle Eastern restaurant,2.345,48.852
2183,Asian restaurant,2.344,48.852
2184,Traditional French restaurant,2.344,48.852
2185,Traditional French restaurant,2.345,48.852
2186,Traditional French restaurant,2.344,48.853
2187,European restuarant,2.344,48.852
2188,Traditional French restaurant,2.344,48.854
2189,Traditional French restaurant,2.342,48.855
2190,Indian / Middle Eastern restaurant,2.339,48.854
2191,Traditional French restaurant,2.34,48.854
2192,Asian restaurant,2.339,48.854
2193,European restuarant,2.338,48.855
2194,Asian restaurant,2.338,48.855
2195,Asian restaurant,2.311,48.873
2196,Traditional French restaurant,2.309,48.873
2197,Traditional French restaurant,2.309,48.873
2198,European restuarant,2.307,48.874
2199,Traditional French restaurant,2.307,48.874
2200,Asian restaurant,2.304,48.872
2201,Indian / Middle Eastern restaurant,2.305,48.871
2202,Asian restaurant,2.307,48.871
2203,European restuarant,2.31,48.871
2204,European restuarant,2.311,48.87
2205,Asian restaurant,2.311,48.87
2206,Traditional French restaurant,2.312,48.871
2207,Asian restaurant,2.344,48.874
2208,Asian restaurant,2.344,48.874
2209,Asian restaurant,2.343,48.874
2210,Asian restaurant,2.344,48.876
2211,European restuarant,2.345,48.874
2212,Other world restaurant,2.345,48.873
2213,Traditional French restaurant,2.345,48.874
2214,Maghrebian restaurant,2.343,48.874
2215,Indian / Middle Eastern restaurant,2.343,48.874
2216,European restuarant,2.343,48.873
2217,Indian / Middle Eastern restaurant,2.344,48.873
2218,European restuarant,2.343,48.873
2219,European restuarant,2.344,48.873
2220,Asian restaurant,2.348,48.872
2221,Traditional French restaurant,2.339,48.854
2222,Asian restaurant,2.338,48.854
2223,Indian / Middle Eastern restaurant,2.337,48.84
2224,Traditional French restaurant,2.35,48.843
2225,Traditional French restaurant,2.349,48.843
2226,Traditional French restaurant,2.348,48.843
2227,Asian restaurant,2.347,48.844
2228,Asian restaurant,2.343,48.846
2229,Other world restaurant,2.343,48.846
2230,Traditional French restaurant,2.343,48.846
2231,Traditional French restaurant,2.343,48.845
2232,Indian / Middle Eastern restaurant,2.343,48.842
2233,Asian restaurant,2.349,48.859
2234,Asian restaurant,2.349,48.859
2235,Traditional French restaurant,2.35,48.859
2236,Asian restaurant,2.354,48.859
2237,Traditional French restaurant,2.35,48.859
2238,Traditional French restaurant,2.354,48.855
2239,Traditional French restaurant,2.363,48.867
2240,Asian restaurant,2.36,48.868
2241,Traditional French restaurant,2.338,48.854
2242,Asian restaurant,2.338,48.854
2243,Traditional French restaurant,2.338,48.853
2244,Asian restaurant,2.339,48.854
2245,Asian restaurant,2.339,48.853
2246,Asian restaurant,2.339,48.853
2247,Central and South American restuarant,2.339,48.854
2248,Traditional French restaurant,2.341,48.853
2249,Asian restaurant,2.341,48.852
2250,Traditional French restaurant,2.34,48.85
2251,Asian restaurant,2.341,48.848
2252,Maghrebian restaurant,2.34,48.849
2253,Asian restaurant,2.34,48.85
2254,European restuarant,2.297,48.876
2255,Maghrebian restaurant,2.297,48.876
2256,Traditional French restaurant,2.323,48.868
2257,Traditional French restaurant,2.326,48.872
2258,Asian restaurant,2.326,48.872
2259,Asian restaurant,2.325,48.872
2260,Traditional French restaurant,2.325,48.872
2261,Asian restaurant,2.324,48.873
2262,European restuarant,2.34,48.88
2263,Traditional French restaurant,2.34,48.88
2264,Traditional French restaurant,2.337,48.88
2265,Asian restaurant,2.338,48.878
2266,European restuarant,2.337,48.877
2267,Asian restaurant,2.349,48.839
2268,Central and South American restuarant,2.346,48.84
2269,Asian restaurant,2.346,48.839
2270,Traditional French restaurant,2.347,48.838
2271,Asian restaurant,2.34,48.839
2272,Traditional French restaurant,2.341,48.84
2273,Asian restaurant,2.338,48.841
2274,Asian restaurant,2.342,48.846
2275,Asian restaurant,2.353,48.865
2276,European restuarant,2.359,48.866
2277,Traditional French restaurant,2.357,48.865
2278,Asian restaurant,2.356,48.865
2279,European restuarant,2.362,48.865
2280,Maghrebian restaurant,2.363,48.865
2281,Maghrebian restaurant,2.362,48.867
2282,Traditional French restaurant,2.363,48.865
2283,Traditional French restaurant,2.363,48.865
2284,Traditional French restaurant,2.34,48.849
2285,European restuarant,2.35,48.842
2286,Asian restaurant,2.343,48.845
2287,Traditional French restaurant,2.342,48.844
2288,Traditional French restaurant,2.329,48.869
2289,Asian restaurant,2.332,48.869
2290,Traditional French restaurant,2.334,48.87
2291,Asian restaurant,2.334,48.869
2292,Asian restaurant,2.334,48.869
2293,Traditional French restaurant,2.334,48.871
2294,European restuarant,2.3,48.86
2295,Asian restaurant,2.3,48.86
2296,Traditional French restaurant,2.301,48.861
2297,European restuarant,2.309,48.862
2298,Asian restaurant,2.303,48.857
2299,Traditional French restaurant,2.302,48.858
2300,European restuarant,2.308,48.867
2301,Traditional French restaurant,2.31,48.866
2302,Traditional French restaurant,2.316,48.867
2303,Traditional French restaurant,2.313,48.869
2304,Traditional French restaurant,2.306,48.87
2305,European restuarant,2.302,48.87
2306,Traditional French restaurant,2.302,48.87
2307,Traditional French restaurant,2.302,48.87
2308,Traditional French restaurant,2.301,48.869
2309,Traditional French restaurant,2.303,48.868
2310,Asian restaurant,2.303,48.867
2311,Traditional French restaurant,2.336,48.863
2312,Traditional French restaurant,2.336,48.863
2313,Asian restaurant,2.334,48.864
2314,Asian restaurant,2.333,48.864
2315,Asian restaurant,2.335,48.866
2316,Asian restaurant,2.335,48.866
2317,Other world restaurant,2.337,48.866
2318,Indian / Middle Eastern restaurant,2.337,48.866
2319,Asian restaurant,2.399,48.84
2320,Asian restaurant,2.395,48.854
2321,Traditional French restaurant,2.395,48.854
2322,Maghrebian restaurant,2.395,48.851
2323,Traditional French restaurant,2.396,48.85
2324,Traditional French restaurant,2.397,48.851
2325,Asian restaurant,2.362,48.867
2326,Asian restaurant,2.357,48.865
2327,Asian restaurant,2.358,48.864
2328,Asian restaurant,2.357,48.865
2329,European restuarant,2.36,48.863
2330,Asian restaurant,2.336,48.87
2331,European restuarant,2.335,48.87
2332,European restuarant,2.336,48.869
2333,Traditional French restaurant,2.336,48.869
2334,Asian restaurant,2.335,48.869
2335,Asian restaurant,2.335,48.867
2336,Asian restaurant,2.336,48.869
2337,Asian restaurant,2.337,48.868
2338,Asian restaurant,2.336,48.867
2339,Traditional French restaurant,2.333,48.867
2340,European restuarant,2.331,48.866
2341,Asian restaurant,2.33,48.865
2342,Traditional French restaurant,2.302,48.867
2343,Traditional French restaurant,2.302,48.865
2344,Traditional French restaurant,2.302,48.865
2345,Maghrebian restaurant,2.298,48.871
2346,Other world restaurant,2.304,48.876
2347,Traditional French restaurant,2.303,48.876
2348,Traditional French restaurant,2.298,48.874
2349,Asian restaurant,2.3,48.873
2350,Traditional French restaurant,2.302,48.872
2351,European restuarant,2.302,48.873
2352,Traditional French restaurant,2.303,48.872
2353,Asian restaurant,2.303,48.872
2354,Traditional French restaurant,2.399,48.839
2355,Traditional French restaurant,2.357,48.852
2356,Traditional French restaurant,2.356,48.851
2357,Traditional French restaurant,2.356,48.852
2358,Traditional French restaurant,2.356,48.852
2359,Traditional French restaurant,2.356,48.852
2360,Traditional French restaurant,2.356,48.852
2361,Indian / Middle Eastern restaurant,2.355,48.852
2362,Traditional French restaurant,2.354,48.853
2363,Traditional French restaurant,2.354,48.853
2364,European restuarant,2.354,48.853
2365,European restuarant,2.38,48.851
2366,Traditional French restaurant,2.402,48.843
2367,Asian restaurant,2.387,48.848
2368,Maghrebian restaurant,2.361,48.863
2369,Other world restaurant,2.363,48.863
2370,Other world restaurant,2.363,48.864
2371,European restuarant,2.363,48.865
2372,Traditional French restaurant,2.329,48.869
2373,Asian restaurant,2.331,48.87
2374,Asian restaurant,2.329,48.866
2375,Asian restaurant,2.326,48.867
2376,European restuarant,2.325,48.869
2377,Traditional French restaurant,2.325,48.868
2378,Indian / Middle Eastern restaurant,2.349,48.87
2379,Traditional French restaurant,2.349,48.87
2380,Asian restaurant,2.396,48.839
2381,European restuarant,2.398,48.836
2382,Traditional French restaurant,2.399,48.833
2383,Indian / Middle Eastern restaurant,2.393,48.837
2384,Asian restaurant,2.371,48.847
2385,Traditional French restaurant,2.37,48.847
2386,European restuarant,2.371,48.847
2387,Traditional French restaurant,2.367,48.854
2388,Maghrebian restaurant,2.367,48.854
2389,European restuarant,2.362,48.854
2390,Central and South American restuarant,2.342,48.862
2391,Traditional French restaurant,2.343,48.862
2392,Traditional French restaurant,2.342,48.862
2393,Traditional French restaurant,2.342,48.862
2394,Traditional French restaurant,2.342,48.861
2395,European restuarant,2.341,48.862
2396,European restuarant,2.341,48.863
2397,European restuarant,2.34,48.862
2398,Traditional French restaurant,2.334,48.869
2399,Traditional French restaurant,2.334,48.869
2400,Asian restaurant,2.334,48.87
2401,Asian restaurant,2.335,48.87
2402,Asian restaurant,2.335,48.871
